mode, epoch, average loss, defender utility,
training,15,0.084841493,-1.573671329,0
validating,15,0.086120546,-1.5012999,0
testing,15,0.087323016,-2.229370481,0
training,16,0.082179055,-1.591952997,0
validating,16,0.081943082,-1.491159904,0
testing,16,0.084901647,-2.246912273,0
training,17,0.081285158,-1.568185286,0
validating,17,0.078445818,-1.505145633,0
testing,17,0.083539886,-2.270012302,0
training,18,0.080507135,-1.556930223,0
validating,18,0.079184622,-1.480317295,0
testing,18,0.08116796,-2.150927752,0
training,19,0.079426182,-1.564606674,0
validating,19,0.07567537,-1.510050023,0
testing,19,0.081022801,-2.175130523,0
