mode, epoch, average loss, defender utility,
validating,9,0.660053968,-5.160726261,-6.540913582
testing,9,0.095727307,-5.424212217,-6.789146423
training,10,0.267998605,-5.237470477,-5.559114933
validating,10,0.661974025,-5.149015141,-4.079754353
testing,10,0.120211047,-5.389408064,-5.351663113
training,11,0.236275123,-5.215982573,-5.453218937
validating,11,0.622695327,-5.210031509,-4.029380322
testing,11,0.103663439,-5.515353203,-5.151853085
training,12,0.270036834,-5.219678947,-4.55627203
validating,12,0.596790099,-4.994394588,-6.005621433
testing,12,0.105936521,-5.323788166,-5.77434063
training,13,0.241199776,-5.107085187,-5.660515785
validating,13,0.552313519,-4.96959877,-7.187312126
testing,13,0.083654386,-5.347438288,-3.806493282
training,14,0.2203071,-5.163647495,-5.187940598
validating,14,0.588733053,-5.09111681,-5.253636837
testing,14,0.112061971,-5.489200735,-5.957291126
training,15,0.254058671,-5.142345755,-5.198203087
validating,15,0.572502089,-4.870788479,-7.528309822
testing,15,0.123682505,-5.374923706,-4.075739384
training,16,0.215556041,-5.080665098,-4.539565086
validating,16,0.537107968,-4.882840347,-8.747227669
testing,16,0.099334937,-5.295899868,-5.691244602
training,17,0.199221034,-5.091809423,-6.52949667
validating,17,0.533033299,-4.866609478,-8.029630661
testing,17,0.104782671,-5.319569921,-6.141259193
training,18,0.198175255,-5.035226904,-4.491817951
validating,18,0.510877419,-4.757960415,-3.730892181
testing,18,0.10370149,-5.273339319,-5.46132946
training,19,0.19323311,-5.026906817,-5.330851555
validating,19,0.469673276,-4.732140732,-5.395477772
testing,19,0.082653266,-5.302617645,-4.08595705
mode, epoch, average loss, defender utility,
training,-1,0,-2.964941767,-2.161625862
validating,-1,0,-2.934699774,-1.419704795
testing,-1,0,-2.902614307,-2.566641092
training,0,2.294145972,-3.501301139,-3.034165144
validating,0,1.284796953,-3.528206158,-3.964543819
testing,0,2.442560291,-3.476359797,-5.606040001
training,1,1.981317588,-3.477325548,-3.456007719
validating,1,0.802843237,-3.253993607,-1.33772409
testing,1,1.590024507,-3.227318645,-4.604638577
training,2,1.055503539,-2.899552046,-3.238404512
validating,2,0.281064987,-2.711948872,-4.000950336
testing,2,0.903513753,-2.761074662,-2.528276682
training,3,0.903043025,-2.732534654,-2.498489141
validating,3,0.227300596,-2.720536423,-1.041396141
testing,3,0.857955921,-2.777076054,-2.631346226
training,4,0.758171802,-2.732624279,-2.696273327
validating,4,0.036186934,-2.636794519,-4.358146191
testing,4,0.633452612,-2.703652573,-2.658635378
training,5,0.575111794,-2.68820811,-2.381362915
validating,5,-0.185215688,-2.649964237,0
testing,5,0.315563768,-2.715046382,-3.590847731
training,6,0.312268863,-2.679640096,-2.251916885
validating,6,-0.18604269,-2.647389174,-0.902623177
testing,6,0.448368555,-2.744121313,-3.827133179
training,7,0.23446088,-2.681027583,-2.147978306
validating,7,-0.292487013,-2.651151752,-2.175022602
testing,7,0.197493011,-2.711076379,-2.03256321
training,8,0.210646457,-2.698282024,-2.650750637
validating,8,-0.296544397,-2.67906003,-3.948094606
testing,8,0.155422306,-2.731343603,-3.500409365
training,9,0.23196656,-2.706349489,-2.470930815
validating,9,-0.292560458,-2.658623266,-2.663380146
testing,9,0.212869555,-2.717626429,-3.634912968
training,10,0.211840682,-2.710273613,-2.729881525
validating,10,-0.293058085,-2.682335567,-5.347371101
testing,10,0.168710631,-2.735330009,-2.343090057
training,11,0.20728022,-2.729634483,-1.75660193
validating,11,-0.28854928,-2.64646697,-5.184988976
testing,11,0.235168272,-2.709126258,-1.991517067
training,12,0.192824122,-2.713350691,-2.596343994
validating,12,-0.275403309,-2.750752354,-2.659043312
testing,12,0.080634403,-2.784261918,-2.723958254
training,13,0.225001144,-2.740137563,-2.876954556
validating,13,-0.298000515,-2.661394501,-5.373895645
testing,13,0.177762538,-2.716786671,-3.840902805
training,14,0.179182444,-2.701311786,-3.570165634
validating,14,-0.295883691,-2.700372124,0
testing,14,0.123563558,-2.744400525,-3.751128435
training,15,0.220163657,-2.802296686,-2.932036161
validating,15,-0.297513795,-2.672644567,-0.814151883
testing,15,0.173249251,-2.725574303,-3.517401934
training,16,0.211378171,-2.689773042,-2.716845512
validating,16,-0.298091865,-2.660739803,-3.207074404
testing,16,0.178523868,-2.716257668,-2.987873077
training,17,0.172269944,-2.706079865,-2.927190781
validating,17,-0.297675014,-2.685754967,-1.495277166
testing,17,0.146911401,-2.735460854,-3.338900089
training,18,0.199202095,-2.722546264,-3.361131907
validating,18,-0.293089688,-2.649002981,-0.666328251
testing,18,0.223616117,-2.709070754,-2.599529743
training,19,0.205520128,-2.754340131,-3.183418989
validating,19,-0.299110425,-2.669024849,-2.595959187
testing,19,0.168471909,-2.72192564,-1.931827784
mode, epoch, average loss, defender utility,
training,-1,0,-1.794696386,-1.31407392
validating,-1,0,-1.83816402,-0.827246547
testing,-1,0,-1.83255682,-1.598644257
training,0,1.457121847,-1.961609674,-1.38788271
validating,0,2.614810133,-1.947329354,-0.747395396
testing,0,2.026088059,-1.938864326,-2.043167591
training,1,1.44155088,-1.954928327,-2.04889822
validating,1,2.409212351,-1.904031754,-2.898437977
testing,1,1.921439385,-1.895896697,-2.48330617
training,2,1.104442269,-1.853365571,-1.99864006
validating,2,0.613169932,-1.75649364,-3.001014709
testing,2,1.053270888,-1.779310596,-2.013177156
training,3,0.698796396,-1.789581384,-1.430668354
validating,3,0.143368554,-1.725894046,-2.159661055
testing,3,0.834467995,-1.750680232,-1.073288321
training,4,0.650406001,-1.776404067,-1.888131261
validating,4,0.213704133,-1.734932756,-1.600671411
testing,4,0.822815013,-1.736273825,-1.54668963
training,5,0.607887317,-1.765019451,-2.021697283
validating,5,0.060785174,-1.692471647,-3.261103392
testing,5,0.733057866,-1.733056164,-1.48507762
training,6,0.566235832,-1.766116221,-2.327404737
validating,6,0.162278008,-1.701609111,-1.838557482
testing,6,0.722699004,-1.720467567,-1.597344637
training,7,0.529076219,-1.749781353,-1.877003312
validating,7,0.155282998,-1.693774223,-1.823897123
testing,7,0.679116508,-1.725941503,-2.138317585
training,8,0.498343643,-1.753794193,-2.438821077
validating,8,0.045411181,-1.706720281,-2.763203144
testing,8,0.597817311,-1.72615881,-2.604575872
training,9,0.461482613,-1.742021097,-2.028853416
validating,9,0.089757752,-1.693119836,-2.103828907
testing,9,0.576952812,-1.718427956,-0.541638494
training,10,0.450907487,-1.757066028,-1.750196576
validating,10,0.022414088,-1.679712319,-1.909220099
testing,10,0.510491669,-1.712403917,-1.74885428
training,11,0.407648181,-1.736125585,-1.358804703
validating,11,0.22150619,-1.680227947,-1.192893744
testing,11,0.559863409,-1.692806733,-1.047333241
training,12,0.382011197,-1.742666626,-1.841561913
validating,12,0.152230906,-1.69578073,-0.678704977
testing,12,0.489806706,-1.691429019,-1.034157872
training,13,0.366486365,-1.740479268,-1.574218869
validating,13,0.206729865,-1.678122211,-3.175249577
testing,13,0.489025918,-1.690822268,-2.237921476
training,14,0.348537698,-1.74715304,-1.145451188
validating,14,0.094515109,-1.644558835,-2.440336704
testing,14,0.408142553,-1.698203862,-1.014572859
training,15,0.332120369,-1.747314589,-1.964536428
validating,15,0.292668271,-1.697094059,-0.635949373
testing,15,0.472408718,-1.695085514,-0.775625527
training,16,0.318809925,-1.737638426,-2.105531931
validating,16,0.215500808,-1.670843387,-2.356738567
testing,16,0.421554162,-1.702857006,-1.309899092
training,17,0.310513224,-1.784863765,-1.859183788
validating,17,0.207264829,-1.669455743,-2.851671934
testing,17,0.393667473,-1.722689617,-1.145601749
training,18,0.306040964,-1.757438316,-1.735180497
validating,18,0.146447921,-1.666613626,-1.618387222
testing,18,0.367812535,-1.735009122,-1.793814898
training,19,0.303266193,-1.77942293,-2.150071383
validating,19,0.12103188,-1.684038067,-1.556607246
testing,19,0.348154755,-1.744333112,-1.436166883
