mode, epoch, average loss, defender utility,
training,-1,0.7355099,-2.81331335,-3.458616972
validating,-1,0.603637767,-2.210187358,-2.836341381
testing,-1,0.760849839,-2.759644926,-3.560314894
training,0,1.875185888,-4.002162538,-4.976269722
validating,0,2.013551331,-4.011306286,-5.068319798
testing,0,1.968290305,-4.006592917,-4.997223854
training,1,1.861441817,-3.988345637,-4.986647606
validating,1,1.948624349,-3.937022591,-4.999796867
testing,1,1.898090219,-3.9434623,-4.954447269
training,2,1.605856289,-3.767661183,-4.742586613
validating,2,1.357118964,-3.294394493,-3.998533964
testing,2,1.295193398,-3.336751699,-4.237431526
training,3,1.100016439,-3.293980816,-4.135835171
validating,3,0.868547964,-2.778006691,-3.513320208
testing,3,0.916421813,-2.89379794,-3.852410793
training,4,0.84650516,-3.072663277,-3.816019535
validating,4,0.664262009,-2.46138601,-3.736180067
testing,4,0.724943942,-2.708892974,-3.763356686
training,5,0.692772375,-2.851504861,-3.637646198
validating,5,0.557002878,-2.394722286,-3.312384844
testing,5,0.629334277,-2.619439113,-3.502281904
training,6,0.6281179,-2.712560228,-3.43880868
validating,6,0.54316957,-2.245381775,-3.092110157
testing,6,0.608046311,-2.59765439,-3.398789644
training,7,0.614785869,-2.704672377,-3.411877632
validating,7,0.529835129,-2.222357813,-3.111377239
testing,7,0.598193747,-2.587137127,-3.471242189
training,8,0.609852305,-2.70249723,-3.387631178
validating,8,0.527785325,-2.172343665,-3.090616703
testing,8,0.605241376,-2.691031665,-3.589238644
training,9,0.608805021,-2.678951723,-3.362906218
validating,9,0.533119678,-2.183962002,-3.124323368
testing,9,0.598610264,-2.562785089,-3.402076721
training,10,0.60915958,-2.643099788,-3.345419168
validating,10,0.524249572,-2.247668782,-3.019522667
testing,10,0.591889435,-2.608584103,-3.460419893
training,11,0.607219466,-2.688399628,-3.405380487
validating,11,0.524656892,-2.183777982,-2.966141939
testing,11,0.596212631,-2.699393237,-3.578134537
training,12,0.610509643,-2.693218728,-3.338041067
validating,12,0.52499845,-2.222108608,-3.175014019
testing,12,0.590533632,-2.58307364,-3.376345158
training,13,0.607709941,-2.633498006,-3.331577778
validating,13,0.540792489,-2.194306913,-3.204218626
testing,13,0.592232579,-2.567733225,-3.51855731
training,14,0.603881787,-2.696564741,-3.315463543
validating,14,0.53256104,-2.162306374,-3.280167103
testing,14,0.599041265,-2.681239998,-3.316048145
training,15,0.603077209,-2.658601296,-3.33242178
validating,15,0.534346271,-2.230687812,-3.126809359
testing,15,0.585912246,-2.585978061,-3.444059849
training,16,0.606667287,-2.668539466,-3.369599819
validating,16,0.540312028,-2.160873583,-2.975212574
testing,16,0.593536109,-2.539051014,-3.523695469
training,17,0.597612534,-2.660300268,-3.318573236
validating,17,0.523266959,-2.207446602,-3.18959403
testing,17,0.584398538,-2.566039062,-3.586204529
training,18,0.595591709,-2.665090173,-3.273667812
validating,18,0.525118876,-2.190022174,-3.201899052
testing,18,0.584013087,-2.554198295,-3.280153751
training,19,0.595906852,-2.645980576,-3.353615999
validating,19,0.52991395,-2.227889019,-3.093296528
testing,19,0.580182141,-2.578544754,-3.412811756
mode, epoch, average loss, defender utility,
training,-1,0.070597765,-2.546541391,-2.678522587
validating,-1,0.090446433,-2.366204882,-2.671168566
testing,-1,0.044217042,-2.478120017,-2.426598072
training,0,1.046730733,-3.684068217,-4.595620155
validating,0,1.12034626,-3.679245329,-4.614590645
testing,0,1.074570376,-3.731785941,-4.428698063
training,1,1.029706328,-3.772293465,-4.495683193
validating,1,1.049433589,-4.031607437,-4.162367821
testing,1,0.994697648,-4.058992028,-4.439437389
training,2,0.797397786,-4.17516927,-4.12147522
validating,2,0.655510592,-4.175362825,-3.76352644
testing,2,0.623677284,-4.167350507,-3.861838102
training,3,0.417007632,-3.903545087,-3.61115098
validating,3,0.276789802,-3.702991199,-3.433053493
testing,3,0.27490509,-3.579340649,-3.577840805
training,4,0.220020592,-3.274510527,-3.36210537
validating,4,0.166645426,-3.03682785,-3.019994974
testing,4,0.154349298,-2.815112019,-2.933921576
training,5,0.195337524,-3.024501426,-3.000290394
validating,5,0.155075198,-2.970996618,-3.120061874
testing,5,0.139064748,-2.704673111,-2.938600302
training,6,0.194128659,-2.937368669,-2.966102362
validating,6,0.144702998,-2.914978027,-2.994262218
testing,6,0.135784276,-2.65939703,-2.756278515
training,7,0.183560931,-2.970386818,-3.041441202
validating,7,0.14842785,-2.931817532,-3.238984585
testing,7,0.130312032,-2.665874088,-2.728660107
training,8,0.175368203,-2.937187362,-2.911240339
validating,8,0.143627524,-2.911254883,-3.056758642
testing,8,0.122112219,-2.624033976,-2.751215458
training,9,0.171311612,-2.907944611,-2.89257431
validating,9,0.141678995,-2.899181032,-2.666722775
testing,9,0.118927355,-2.612368202,-2.75444293
training,10,0.167557789,-2.91325783,-2.94250226
validating,10,0.1358473,-2.885493994,-2.981958628
testing,10,0.114323814,-2.590411997,-2.68543005
training,11,0.165275698,-2.943046502,-2.890407801
validating,11,0.138392377,-2.862300396,-2.771118402
testing,11,0.108399259,-2.567599297,-2.7439785
training,12,0.158585733,-2.83835626,-2.904290915
validating,12,0.132313484,-2.856704712,-2.993073225
testing,12,0.105398025,-2.557655931,-2.65929389
training,13,0.153705011,-2.908223452,-2.846779108
validating,13,0.1295728,-2.840432262,-2.935036182
testing,13,0.100661097,-2.53911624,-2.63470006
training,14,0.149188527,-2.813831966,-2.927170277
validating,14,0.127489737,-2.814167023,-3.055531979
testing,14,0.092311051,-2.501520157,-2.712074518
training,15,0.140572253,-2.858939164,-2.815779448
validating,15,0.12117607,-2.812572002,-2.887740374
testing,15,0.092864585,-2.508353484,-2.69012022
training,16,0.135688413,-2.843306112,-2.834497452
validating,16,0.124394071,-2.787832928,-3.101615191
testing,16,0.091155723,-2.504765189,-2.670971632
training,17,0.128757059,-2.825575502,-2.838425398
validating,17,0.117402774,-2.776759005,-2.781062603
testing,17,0.085905136,-2.529407144,-2.456591368
training,18,0.123288418,-2.821943613,-2.792994022
validating,18,0.114439666,-2.749754286,-2.932503939
testing,18,0.079568537,-2.457057273,-2.600468874
training,19,0.115104844,-2.788360132,-2.748734713
validating,19,0.11369594,-2.727075577,-2.780389547
testing,19,0.076244818,-2.447580349,-2.630338907
mode, epoch, average loss, defender utility,
training,-1,0.650777407,-2.328477226,-2.722797394
validating,-1,0.57614603,-1.967962134,-2.560729027
testing,-1,1.113791132,-3.193250537,-3.299044371
training,0,1.513826071,-2.847817407,-2.779691219
validating,0,1.47983923,-2.850786209,-2.797813177
testing,0,1.599906611,-2.845562935,-2.79123354
training,1,1.510808812,-2.846619163,-2.818625212
validating,1,1.466714096,-2.847246456,-2.837166548
testing,1,1.585618341,-2.84107697,-2.850541592
training,2,1.427597836,-2.772150734,-2.883057117
validating,2,1.260586238,-2.727224874,-2.557006359
testing,2,1.374300921,-2.633984613,-2.921382666
training,3,1.042902761,-2.590133051,-2.672288895
validating,3,0.738575125,-2.498569727,-2.559636116
testing,3,0.847665,-2.198112857,-2.469967365
training,4,0.609151709,-2.287453015,-2.462757587
validating,4,0.515210235,-2.719227195,-3.017089367
testing,4,0.492740273,-2.244152522,-2.308365583
training,5,0.442242896,-2.21176203,-2.425973892
validating,5,0.458799946,-2.596365547,-2.992284775
testing,5,0.354239359,-2.240650916,-2.300633669
training,6,0.377562947,-2.256685196,-2.45779109
validating,6,0.425505006,-2.530169964,-2.933829069
testing,6,0.29216609,-2.21434741,-2.27587676
training,7,0.333122244,-2.19982107,-2.386908531
validating,7,0.400205934,-2.514377761,-2.931875467
testing,7,0.254777068,-2.57158227,-2.752492428
training,8,0.298349594,-2.29548378,-2.475071669
validating,8,0.386529517,-2.502464414,-2.961655617
testing,8,0.224351141,-2.578614807,-2.76355648
training,9,0.274199008,-2.275789087,-2.450006247
validating,9,0.362326431,-2.487471914,-2.71171999
testing,9,0.215939033,-2.099873805,-2.184377193
training,10,0.252441404,-2.16648672,-2.288938046
validating,10,0.348495317,-2.485577798,-2.999709129
testing,10,0.201801318,-2.098900223,-2.037855625
training,11,0.234524503,-2.20104489,-2.371610403
validating,11,0.326472628,-2.490020871,-2.785356045
testing,11,0.206038665,-2.101061976,-2.261721134
training,12,0.220167479,-2.188136418,-2.414871693
validating,12,0.317814898,-2.526405048,-2.871759892
testing,12,0.20210307,-2.115369046,-2.265438557
training,13,0.208300201,-2.176997386,-2.414212465
validating,13,0.309257233,-2.534232259,-3.023152351
testing,13,0.197063506,-2.119981146,-2.197295427
training,14,0.198040056,-2.161048583,-2.481510878
validating,14,0.298358762,-2.475562143,-2.730321169
testing,14,0.207647037,-2.132841825,-2.218537807
training,15,0.19120963,-2.15777578,-2.427799225
validating,15,0.295391047,-2.512550974,-2.762047291
testing,15,0.210786711,-1.827034777,-2.294086456
training,16,0.183537374,-2.161571738,-2.419174194
validating,16,0.292481995,-2.523839951,-2.858974457
testing,16,0.209051351,-2.182215655,-2.203910351
training,17,0.178983762,-2.152745073,-2.423910856
validating,17,0.289285004,-2.540633512,-2.767510176
testing,17,0.216712635,-2.159329557,-2.214209795
training,18,0.175353186,-2.152720594,-2.407142162
validating,18,0.291294944,-2.148232889,-2.277845383
testing,18,0.218342235,-1.841912788,-2.446763039
training,19,0.17360717,-2.153132898,-2.459696054
validating,19,0.288103557,-2.143300605,-2.263858557
testing,19,0.214174186,-2.352141917,-2.853532314
