mode, epoch, average loss, defender utility,
testing,7,0.138292555,-1.87185353,-1.369496107
training,8,0.125774276,-2.54288331,-1.530181527
validating,8,0.106227478,-2.575759488,-1.274154067
testing,8,0.129822813,-1.889781591,-1.452880263
training,9,0.115806589,-2.583117424,-1.538173079
validating,9,0.101253186,-2.591490942,-1.453865051
testing,9,0.120049749,-1.889348418,-1.534988046
training,10,0.108898054,-2.570274213,-1.545619488
validating,10,0.098411292,-2.607715338,-1.388783455
testing,10,0.113833975,-1.885734394,-1.464285612
training,11,0.103941531,-2.580980077,-1.561854959
validating,11,0.09891751,-2.647597224,-1.496279716
testing,11,0.111851772,-1.891428363,-1.478087187
training,12,0.100994575,-2.605576454,-1.491490006
validating,12,0.094667025,-2.604535347,-1.392902493
testing,12,0.105983519,-1.866064948,-1.380034804
training,13,0.098622721,-2.588994651,-1.483084202
validating,13,0.09526512,-2.641293955,-1.507015944
testing,13,0.104471019,-1.873172411,-1.495744109
training,14,0.097860056,-2.632777157,-1.451719284
validating,14,0.096208021,-2.673058707,-1.394821763
testing,14,0.103377254,-1.877395374,-1.42089057
training,15,0.096175687,-2.600981242,-1.528137207
validating,15,0.093982881,-2.623174334,-1.377672672
testing,15,0.101828933,-1.853617421,-1.499178886
training,16,0.095423125,-2.629585327,-1.510008574
validating,16,0.098086569,-2.734295326,-1.470107079
testing,16,0.101595441,-1.888762066,-1.343654394
training,17,0.095113771,-2.641415459,-1.460545659
validating,17,0.097671804,-2.723264033,-1.45040679
testing,17,0.100840808,-1.87821185,-1.426202655
training,18,0.093951452,-2.637029983,-1.501374125
validating,18,0.096079116,-2.682859612,-1.391387343
testing,18,0.099754584,-1.861429545,-1.468472958
training,19,0.094032467,-2.640473188,-1.519877791
validating,19,0.092506407,-2.632525396,-1.330386281
testing,19,0.098004433,-1.820758307,-1.456872463
mode, epoch, average loss, defender utility,
training,-1,0.063172142,-2.21213965,-2.292209864
validating,-1,0.079425587,-2.348336506,-2.055330276
testing,-1,0.070866448,-2.719983268,-2.42360425
training,0,0.984856783,-3.006441212,-3.563946486
validating,0,0.939675462,-3.008900261,-3.600677967
testing,0,0.905796367,-3.012709498,-3.568730831
training,1,0.961912034,-3.00593917,-3.523561239
validating,1,0.823692405,-3.006592607,-3.485550642
testing,1,0.803092295,-3.709110332,-3.294338226
training,2,0.492197018,-3.046298218,-2.946017265
validating,2,0.100070015,-2.427231789,-2.259509563
testing,2,0.108715457,-2.871944892,-2.367659092
training,3,0.093903116,-2.538156774,-2.377170324
validating,3,0.090277976,-2.441494226,-2.189158678
testing,3,0.090539166,-2.91866715,-2.423679352
training,4,0.081575711,-2.373477762,-2.286592484
validating,4,0.083347623,-2.422825265,-2.141046762
testing,4,0.083362992,-2.804837811,-2.413596869
training,5,0.079963702,-2.379818513,-2.253325224
validating,5,0.08178042,-2.420519733,-2.209066391
testing,5,0.081511457,-2.824747622,-2.414998293
training,6,0.078028648,-2.35863042,-2.2572577
validating,6,0.078980619,-2.422705507,-2.341645956
testing,6,0.078671415,-2.791503596,-2.436062336
training,7,0.077010071,-2.33990887,-2.284568787
validating,7,0.078965636,-2.440826821,-2.139446735
testing,7,0.078292893,-2.846206319,-2.459715366
training,8,0.0757848,-2.358208609,-2.316103697
validating,8,0.076724046,-2.436417246,-2.098212719
testing,8,0.075987662,-2.804410625,-2.477742434
training,9,0.075712618,-2.366303663,-2.299555779
validating,9,0.074860367,-2.427251148,-2.340996981
testing,9,0.073733423,-2.75836761,-2.427112103
training,10,0.074451971,-2.30875079,-2.316046953
validating,10,0.074647975,-2.440119195,-1.999130607
testing,10,0.073373672,-2.788730836,-2.325619221
training,11,0.074470222,-2.381125504,-2.278573513
validating,11,0.071898447,-2.427302718,-2.116293669
testing,11,0.071325631,-2.725119197,-2.316454411
training,12,0.074019304,-2.358737689,-2.253704548
validating,12,0.072781248,-2.439571643,-2.156111956
testing,12,0.071565889,-2.760330188,-2.447920561
training,13,0.07243282,-2.303285216,-2.297003984
validating,13,0.073011978,-2.438677907,-2.275418043
testing,13,0.071999562,-2.794947934,-2.417936802
training,14,0.072020341,-2.350432209,-2.304869413
validating,14,0.076063356,-2.44689281,-2.1543293
testing,14,0.075234617,-2.895382881,-2.361568928
training,15,0.072159781,-2.382708205,-2.25770998
validating,15,0.070134149,-2.432684803,-2.141905785
testing,15,0.069804077,-2.743632841,-2.409973145
training,16,0.072094164,-2.325781517,-2.334133863
validating,16,0.070765366,-2.436718154,-2.317140579
testing,16,0.070395704,-2.773379636,-2.529164553
training,17,0.071325016,-2.377804789,-2.229592562
validating,17,0.071391629,-2.43854146,-2.067391872
testing,17,0.07109452,-2.798946142,-2.428441048
training,18,0.071661941,-2.299933646,-2.22477293
validating,18,0.071410705,-2.438170266,-2.147137165
testing,18,0.071040232,-2.807009983,-2.456303596
training,19,0.070883442,-2.381430596,-2.239072084
validating,19,0.069438708,-2.433830953,-2.193464518
testing,19,0.069274075,-2.756011164,-2.443170547
mode, epoch, average loss, defender utility,
training,-1,0.355580555,-2.822095507,-2.975218534
validating,-1,0.193877649,-2.396042585,-2.788511753
testing,-1,0.297971433,-2.740509343,-2.912552118
training,0,2.148948305,-3.715385308,-3.971268892
validating,0,2.112038612,-3.699501801,-3.963443279
testing,0,2.187001824,-3.73808217,-3.981690168
training,1,2.138900832,-3.71100765,-3.966166973
validating,1,2.053331947,-3.65165906,-3.95681715
testing,1,2.136527181,-3.70592103,-3.971672773
training,2,1.884751528,-3.672597415,-3.90879035
validating,2,1.394050264,-3.639265251,-3.858697176
testing,2,1.538010025,-3.692367506,-3.850270748
training,3,1.310521407,-3.790078858,-3.875793934
validating,3,0.989393914,-3.583604527,-3.65908432
testing,3,1.101770204,-3.608174491,-3.716397047
training,4,1.150730778,-3.73417588,-3.762089729
validating,4,0.886165631,-3.576027966,-3.663733959
testing,4,0.996192503,-3.527294993,-3.689455032
training,5,1.068646359,-3.667786912,-3.68299222
validating,5,0.805948818,-3.487917948,-3.610094786
testing,5,0.923103392,-3.36767621,-3.552401066
training,6,0.992164969,-3.593674878,-3.632390261
validating,6,0.733861506,-3.418733025,-3.562124968
testing,6,0.850073868,-3.245977712,-3.472362041
training,7,0.920032149,-3.56162343,-3.619816303
validating,7,0.660834777,-3.339034748,-3.533877611
testing,7,0.774829501,-3.188768625,-3.457757473
training,8,0.839239972,-3.464401586,-3.485685349
validating,8,0.581738508,-2.973232698,-3.276032209
testing,8,0.697459775,-3.082695866,-3.33056879
training,9,0.746429825,-3.347711154,-3.407682896
validating,9,0.493368423,-2.826555109,-3.285144091
testing,9,0.606541812,-2.901900482,-3.241406679
training,10,0.644382327,-3.145906591,-3.284345627
validating,10,0.404341364,-2.659464788,-3.143147707
testing,10,0.509675282,-2.809930563,-3.149288177
training,11,0.541950565,-3.032011243,-3.201181173
validating,11,0.319218671,-2.527142024,-2.95720911
testing,11,0.425948453,-2.748435712,-3.121610403
training,12,0.464351453,-2.938533282,-3.115819216
validating,12,0.265734363,-2.543248153,-2.954998255
testing,12,0.367005157,-2.781733847,-3.058476686
training,13,0.419462488,-2.892454433,-3.014388561
validating,13,0.230112672,-2.537455034,-2.909095049
testing,13,0.336468363,-2.805984664,-2.916880846
training,14,0.398038597,-2.871893266,-3.019797325
validating,14,0.219043195,-2.552338982,-2.853494167
testing,14,0.326875842,-2.833038354,-2.929414272
training,15,0.389721499,-2.881013564,-3.005648136
validating,15,0.220285499,-2.588350153,-2.870365143
testing,15,0.32482124,-2.86126256,-2.986529589
training,16,0.385734774,-2.902616286,-3.014322519
validating,16,0.207246923,-2.545162439,-2.858352423
testing,16,0.321436125,-2.846778059,-2.938295126
training,17,0.388036108,-2.901070806,-2.991689682
validating,17,0.2075472,-2.556001711,-2.812846661
testing,17,0.320668972,-2.862582624,-2.989350796
training,18,0.381938221,-2.889952459,-2.977730751
validating,18,0.210766363,-2.592669177,-2.799798489
testing,18,0.318209273,-2.866526127,-2.979234695
training,19,0.377095578,-2.890746638,-3.002465963
validating,19,0.205426621,-2.56740315,-2.901399851
testing,19,0.315837061,-2.85974859,-2.996167421
